Date,source,Mean AOD
2006-05,AOD,0.169930347
2006-06,AOD,0.1422836134
2006-07,AOD,0.1762442849
2006-08,AOD,0.1078675249
2006-09,AOD,0.1493744601
2006-10,AOD,0.1202598376
2006-11,AOD,0.09618787791
2006-12,AOD,0.0904426838
2007-01,AOD,0.1016880361
2007-02,AOD,0.1196719416
2007-03,AOD,0.1278753664
2007-04,AOD,0.1872587593
2007-05,AOD,0.2220699079
2007-06,AOD,0.1587349962
2007-07,AOD,0.156067205
2007-08,AOD,0.1613944117
2007-09,AOD,0.1159699722
2007-10,AOD,0.167134815
2007-11,AOD,0.1284185697
2007-12,AOD,0.1007541118
2008-01,AOD,0.1065275132
2008-02,AOD,0.10543615
2008-03,AOD,0.1317489467
2008-04,AOD,0.176148516
2008-05,AOD,0.1978704951
2008-06,AOD,0.169413282
2008-07,AOD,0.1957378612
2008-08,AOD,0.138404113
2008-09,AOD,0.1520832882
2008-10,AOD,0.09452394259
2008-11,AOD,0.1006089448
2008-12,AOD,0.09717816277
2009-01,AOD,0.08428407877
2009-02,AOD,0.1107366731
2009-03,AOD,0.1528297328
2009-04,AOD,0.1548007976
2009-05,AOD,0.169394444
2009-06,AOD,0.1618767494
2009-07,AOD,0.1426851448
2009-08,AOD,0.1646973602
2009-09,AOD,0.1501874014
2009-10,AOD,0.1087585399
2009-11,AOD,0.09874240478
2009-12,AOD,0.1085519493
2010-01,AOD,0.1028373554
2010-02,AOD,0.1544449613
2010-03,AOD,0.1583765979
2010-04,AOD,0.1683192795
2010-05,AOD,0.1475446104
2010-06,AOD,0.1569299931
2010-07,AOD,0.139626819
2010-08,AOD,0.1152366716
2010-09,AOD,0.1064174537
2010-10,AOD,0.1247620903
2010-11,AOD,0.08548422242
2010-12,AOD,0.08588495603
2011-01,AOD,0.08350852977
2011-02,AOD,0.09746414649
2011-03,AOD,0.1594269179
2011-04,AOD,0.1499206931
2011-05,AOD,0.1623203535
2011-06,AOD,0.1475711858
2011-07,AOD,0.1409602179
2011-08,AOD,0.1319541393
2011-09,AOD,0.1667565657
2011-10,AOD,0.1287461816
2011-11,AOD,0.136143804
2011-12,AOD,0.1089542073
2012-01,AOD,0.08515357378
2012-02,AOD,0.1002090505
2012-03,AOD,0.1345860335
2012-04,AOD,0.1772584607
2012-05,AOD,0.1811383607
2012-06,AOD,0.1264617179
2012-07,AOD,0.1345709541
2012-08,AOD,0.1614709068
2012-09,AOD,0.1319106967
2012-10,AOD,0.1042289119
2012-11,AOD,0.1015461494
2012-12,AOD,0.101651595
2013-01,AOD,0.08157097289
2013-02,AOD,0.1130152613
2013-03,AOD,0.146437844
2013-04,AOD,0.1656113851
2013-05,AOD,0.1746411807
2013-06,AOD,0.1550296207
2013-07,AOD,0.1806289427
2013-08,AOD,0.1312494609
2013-09,AOD,0.1221047156
2013-10,AOD,0.1178520404
2013-11,AOD,0.108916744
2013-12,AOD,0.09027950433
2014-01,AOD,0.08922559896
2014-02,AOD,0.1191161009
2014-03,AOD,0.1371625836
2014-04,AOD,0.1579394253
2014-05,AOD,0.1701300179
2014-06,AOD,0.1405685941
2014-07,AOD,0.1417442495
2014-08,AOD,0.1264436065
2014-09,AOD,0.1194050346
2014-10,AOD,0.1200239565
2014-11,AOD,0.09819313184
2014-12,AOD,0.09423091134
2015-01,AOD,0.09182497642
2015-02,AOD,0.08738458072
2015-03,AOD,0.105137788
2015-04,AOD,0.1567935845
2015-05,AOD,0.2018696617
2015-06,AOD,0.1419558139
2015-07,AOD,0.1347396928
2015-08,AOD,0.1571103931
2015-09,AOD,0.1432420417
2015-10,AOD,0.1216243964
2015-11,AOD,0.08847226268
2015-12,AOD,0.09160334031
2016-01,AOD,0.1069478852
2016-02,AOD,0.0823540854
2016-03,AOD,0.1345798197
2016-04,AOD,0.1445866194
2016-05,AOD,0.1905474207
2016-06,AOD,0.1735745818
2016-07,AOD,0.1406377721
2016-08,AOD,0.1854014805
2016-09,AOD,0.1289474801
2016-10,AOD,0.09652744252
2016-11,AOD,0.09288688372
2016-12,AOD,0.1065846217
2017-01,AOD,0.1139733717
2017-02,AOD,0.1153178362
2017-03,AOD,0.1105859592
2017-04,AOD,0.1419079122
2017-05,AOD,0.1519770973
2017-06,AOD,0.1459177483
2017-07,AOD,0.1776896524
2017-08,AOD,0.1343533925
2017-09,AOD,0.1336408395
2017-10,AOD,0.1134231406
2017-11,AOD,0.09921421401
2017-12,AOD,0.09409360312
2018-01,AOD,0.1139627232
2018-02,AOD,0.1003999755
2018-03,AOD,0.1250521288
2018-04,AOD,0.1693611179
2018-05,AOD,0.1740167588
2018-06,AOD,0.1352830506
2018-07,AOD,0.1829705527
2018-08,AOD,0.1883454827
2018-09,AOD,0.1100775407
2018-10,AOD,0.1111064842
2018-11,AOD,0.1229871931
2018-12,AOD,0.09739117153
2019-01,AOD,0.08897219833
2019-02,AOD,0.1072767789
2019-03,AOD,0.1292707538
2019-04,AOD,0.1295758353
2019-05,AOD,0.173323684
2019-06,AOD,0.1553605146
2019-07,AOD,0.1352247684
2019-08,AOD,0.1268921982
2019-09,AOD,0.1325437399
2019-10,AOD,0.1064370909
2019-11,AOD,0.1024558355
2019-12,AOD,0.1197099126
2020-01,AOD,0.1143855569
2020-02,AOD,0.0878446269
2020-03,AOD,0.1517120259
2020-04,AOD,0.1427355212
2020-05,AOD,0.1289528275
2020-06,AOD,0.1394666798
2020-07,AOD,0.1122260215
2020-08,AOD,0.1683111496
2020-09,AOD,0.4133888655
2020-10,AOD,0.1768321836
2020-11,AOD,0.08036193131
2020-12,AOD,0.0771462548
2021-01,AOD,0.1011991539
2021-02,AOD,0.1126639184
2021-03,AOD,0.1462919788
2021-04,AOD,0.1563752733
2021-05,AOD,0.1801623308
2021-06,AOD,0.1553681115
2021-07,AOD,0.1897316018
2021-08,AOD,0.2140736533
2021-09,AOD,0.2296638814
2021-10,AOD,0.1171925519
2021-11,AOD,0.1108974758
2021-12,AOD,0.1183392786
2000-02,Trendline,0.1359633407
2000-03,Trendline,0.1359367732
2000-04,Trendline,0.1359102056
2000-05,Trendline,0.1358836381
2000-06,Trendline,0.1358570705
2000-07,Trendline,0.135830503
2000-08,Trendline,0.1358039354
2000-09,Trendline,0.1357773679
2000-10,Trendline,0.1357508003
2000-11,Trendline,0.1357242328
2000-12,Trendline,0.1356976652
2001-01,Trendline,0.1356710977
2001-02,Trendline,0.1356445301
2001-03,Trendline,0.1356179626
2001-04,Trendline,0.135591395
2001-05,Trendline,0.1355648275
2001-06,Trendline,0.1355382599
2001-07,Trendline,0.1355116924
2001-08,Trendline,0.1354851249
2001-09,Trendline,0.1354585573
2001-10,Trendline,0.1354319898
2001-11,Trendline,0.1354054222
2001-12,Trendline,0.1353788547
2002-01,Trendline,0.1353522871
2002-02,Trendline,0.1353257196
2002-03,Trendline,0.135299152
2002-04,Trendline,0.1352725845
2002-05,Trendline,0.1352460169
2002-06,Trendline,0.1352194494
2002-07,Trendline,0.1351928818
2002-08,Trendline,0.1351663143
2002-09,Trendline,0.1351397467
2002-10,Trendline,0.1351131792
2002-11,Trendline,0.1350866116
2002-12,Trendline,0.1350600441
2003-01,Trendline,0.1350334765
2003-02,Trendline,0.135006909
2003-03,Trendline,0.1349803414
2003-04,Trendline,0.1349537739
2003-05,Trendline,0.1349272063
2003-06,Trendline,0.1349006388
2003-07,Trendline,0.1348740712
2003-08,Trendline,0.1348475037
2003-09,Trendline,0.1348209361
2003-10,Trendline,0.1347943686
2003-11,Trendline,0.134767801
2003-12,Trendline,0.1347412335
2004-01,Trendline,0.1347146659
2004-02,Trendline,0.1346880984
2004-03,Trendline,0.1346615308
2004-04,Trendline,0.1346349633
2004-05,Trendline,0.1346083957
2004-06,Trendline,0.1345818282
2004-07,Trendline,0.1345552606
2004-08,Trendline,0.1345286931
2004-09,Trendline,0.1345021255
2004-10,Trendline,0.134475558
2004-11,Trendline,0.1344489904
2004-12,Trendline,0.1344224229
2005-01,Trendline,0.1343958553
2005-02,Trendline,0.1343692878
2005-03,Trendline,0.1343427202
2005-04,Trendline,0.1343161527
2005-05,Trendline,0.1342895851
2005-06,Trendline,0.1342630176
2005-07,Trendline,0.13423645
2005-08,Trendline,0.1342098825
2005-09,Trendline,0.1341833149
2005-10,Trendline,0.1341567474
2005-11,Trendline,0.1341301798
2005-12,Trendline,0.1341036123
2006-01,Trendline,0.1340770447
2006-02,Trendline,0.1340504772
2006-03,Trendline,0.1340239096
2006-04,Trendline,0.1339973421
2006-05,Trendline,0.1339707745
2006-06,Trendline,0.133944207
2006-07,Trendline,0.1339176394
2006-08,Trendline,0.1338910719
2006-09,Trendline,0.1338645043
2006-10,Trendline,0.1338379368
2006-11,Trendline,0.1338113692
2006-12,Trendline,0.1337848017
2007-01,Trendline,0.1337582341
2007-02,Trendline,0.1337316666
2007-03,Trendline,0.133705099
2007-04,Trendline,0.1336785315
2007-05,Trendline,0.1336519639
2007-06,Trendline,0.1336253964
2007-07,Trendline,0.1335988288
2007-08,Trendline,0.1335722613
2007-09,Trendline,0.1335456937
2007-10,Trendline,0.1335191262
2007-11,Trendline,0.1334925586
2007-12,Trendline,0.1334659911
2008-01,Trendline,0.1334394235
2008-02,Trendline,0.133412856
2008-03,Trendline,0.1333862884
2008-04,Trendline,0.1333597209
2008-05,Trendline,0.1333331533
2008-06,Trendline,0.1333065858
2008-07,Trendline,0.1332800182
2008-08,Trendline,0.1332534507
2008-09,Trendline,0.1332268831
2008-10,Trendline,0.1332003156
2008-11,Trendline,0.133173748
2008-12,Trendline,0.1331471805
2009-01,Trendline,0.1331206129
2009-02,Trendline,0.1330940454
2009-03,Trendline,0.1330674778
2009-04,Trendline,0.1330409103
2009-05,Trendline,0.1330143427
2009-06,Trendline,0.1329877752
2009-07,Trendline,0.1329612076
2009-08,Trendline,0.1329346401
2009-09,Trendline,0.1329080725
2009-10,Trendline,0.132881505
2009-11,Trendline,0.1328549374
2009-12,Trendline,0.1328283699
2010-01,Trendline,0.1328018023
2010-02,Trendline,0.1327752348
2010-03,Trendline,0.1327486672
2010-04,Trendline,0.1327220997
2010-05,Trendline,0.1326955321
2010-06,Trendline,0.1326689646
2010-07,Trendline,0.132642397
2010-08,Trendline,0.1326158295
2010-09,Trendline,0.1325892619
2010-10,Trendline,0.1325626944
2010-11,Trendline,0.1325361268
2010-12,Trendline,0.1325095593
2011-01,Trendline,0.1324829917
2011-02,Trendline,0.1324564242
2011-03,Trendline,0.1324298566
2011-04,Trendline,0.1324032891
2011-05,Trendline,0.1323767215
2011-06,Trendline,0.132350154
2011-07,Trendline,0.1323235864
2011-08,Trendline,0.1322970189
2011-09,Trendline,0.1322704513
2011-10,Trendline,0.1322438838
2011-11,Trendline,0.1322173162
2011-12,Trendline,0.1321907487
2012-01,Trendline,0.1321641811
2012-02,Trendline,0.1321376136
2012-03,Trendline,0.132111046
2012-04,Trendline,0.1320844785
2012-05,Trendline,0.1320579109
2012-06,Trendline,0.1320313434
2012-07,Trendline,0.1320047758
2012-08,Trendline,0.1319782083
2012-09,Trendline,0.1319516407
2012-10,Trendline,0.1319250732
2012-11,Trendline,0.1318985056
2012-12,Trendline,0.1318719381
2013-01,Trendline,0.1318453705
2013-02,Trendline,0.131818803
2013-03,Trendline,0.1317922354
2013-04,Trendline,0.1317656679
2013-05,Trendline,0.1317391003
2013-06,Trendline,0.1317125328
2013-07,Trendline,0.1316859652
2013-08,Trendline,0.1316593977
2013-09,Trendline,0.1316328301
2013-10,Trendline,0.1316062626
2013-11,Trendline,0.131579695
2013-12,Trendline,0.1315531275
2014-01,Trendline,0.1315265599
2014-02,Trendline,0.1314999924
2014-03,Trendline,0.1314734248
2014-04,Trendline,0.1314468573
2014-05,Trendline,0.1314202897
2014-06,Trendline,0.1313937222
2014-07,Trendline,0.1313671546
2014-08,Trendline,0.1313405871
2014-09,Trendline,0.1313140195
2014-10,Trendline,0.131287452
2014-11,Trendline,0.1312608844
2014-12,Trendline,0.1312343169
2015-01,Trendline,0.1312077493
2015-02,Trendline,0.1311811818
2015-03,Trendline,0.1311546142
2015-04,Trendline,0.1311280467
2015-05,Trendline,0.1311014791
2015-06,Trendline,0.1310749116
2015-07,Trendline,0.131048344
2015-08,Trendline,0.1310217765
2015-09,Trendline,0.1309952089
2015-10,Trendline,0.1309686414
2015-11,Trendline,0.1309420738
2015-12,Trendline,0.1309155063
2016-01,Trendline,0.1308889387
2016-02,Trendline,0.1308623712
2016-03,Trendline,0.1308358036
2016-04,Trendline,0.1308092361
2016-05,Trendline,0.1307826685
2016-06,Trendline,0.130756101
2016-07,Trendline,0.1307295334
2016-08,Trendline,0.1307029659
2016-09,Trendline,0.1306763983
2016-10,Trendline,0.1306498308
2016-11,Trendline,0.1306232632
2016-12,Trendline,0.1305966957
2017-01,Trendline,0.1305701281
2017-02,Trendline,0.1305435606
2017-03,Trendline,0.130516993
2017-04,Trendline,0.1304904255
2017-05,Trendline,0.1304638579
2017-06,Trendline,0.1304372904
2017-07,Trendline,0.1304107228
2017-08,Trendline,0.1303841553
2017-09,Trendline,0.1303575877
2017-10,Trendline,0.1303310202
2017-11,Trendline,0.1303044526
2017-12,Trendline,0.1302778851
2018-01,Trendline,0.1302513175
2018-02,Trendline,0.13022475
2018-03,Trendline,0.1301981824
2018-04,Trendline,0.1301716149
2018-05,Trendline,0.1301450473
2018-06,Trendline,0.1301184798
2018-07,Trendline,0.1300919122
2018-08,Trendline,0.1300653447
2018-09,Trendline,0.1300387771
2018-10,Trendline,0.1300122096
2018-11,Trendline,0.129985642
2018-12,Trendline,0.1299590745
2019-01,Trendline,0.1299325069
2019-02,Trendline,0.1299059394
2019-03,Trendline,0.1298793718
2019-04,Trendline,0.1298528043
2019-05,Trendline,0.1298262367
2019-06,Trendline,0.1297996692
2019-07,Trendline,0.1297731016
2019-08,Trendline,0.1297465341
2019-09,Trendline,0.1297199665
2019-10,Trendline,0.129693399
2019-11,Trendline,0.1296668314
2019-12,Trendline,0.1296402639
2020-01,Trendline,0.1296136963
2020-02,Trendline,0.1295871288
2020-03,Trendline,0.1295605612
2020-04,Trendline,0.1295339937
2020-05,Trendline,0.1295074261
2020-06,Trendline,0.1294808586
2020-07,Trendline,0.129454291
2020-08,Trendline,0.1294277235
2020-09,Trendline,0.1294011559
2020-10,Trendline,0.1293745884
2020-11,Trendline,0.1293480208
2020-12,Trendline,0.1293214533
2021-01,Trendline,0.1292948857
2021-02,Trendline,0.1292683182
2021-03,Trendline,0.1292417506
2021-04,Trendline,0.1292151831
2021-05,Trendline,0.1291886155
2021-06,Trendline,0.129162048
2021-07,Trendline,0.1291354804
2021-08,Trendline,0.1291089129
2021-09,Trendline,0.1290823453
2021-10,Trendline,0.1290557778
2021-11,Trendline,0.1290292102
2021-12,Trendline,0.1290026427
