Date,source,Mean AOD
2005-06,Trendline,0.2004026608
2005-07,Trendline,0.2004089524
2005-08,Trendline,0.200415244
2005-09,Trendline,0.2004215355
2005-10,Trendline,0.2004278271
2005-11,Trendline,0.2004341187
2005-12,Trendline,0.2004404103
2006-01,Trendline,0.2004467018
2006-02,Trendline,0.2004529934
2006-03,Trendline,0.200459285
2006-04,Trendline,0.2004655766
2006-05,Trendline,0.2004718681
2006-06,Trendline,0.2004781597
2006-07,Trendline,0.2004844513
2006-08,Trendline,0.2004907429
2006-09,Trendline,0.2004970344
2006-10,Trendline,0.200503326
2006-11,Trendline,0.2005096176
2006-12,Trendline,0.2005159092
2007-01,Trendline,0.2005222007
2007-02,Trendline,0.2005284923
2007-03,Trendline,0.2005347839
2007-04,Trendline,0.2005410755
2007-05,Trendline,0.200547367
2007-06,Trendline,0.2005536586
2007-07,Trendline,0.2005599502
2007-08,Trendline,0.2005662418
2007-09,Trendline,0.2005725333
2007-10,Trendline,0.2005788249
2007-11,Trendline,0.2005851165
2007-12,Trendline,0.2005914081
2008-01,Trendline,0.2005976996
2008-02,Trendline,0.2006039912
2008-03,Trendline,0.2006102828
2008-04,Trendline,0.2006165744
2008-05,Trendline,0.2006228659
2008-06,Trendline,0.2006291575
2008-07,Trendline,0.2006354491
2008-08,Trendline,0.2006417407
2008-09,Trendline,0.2006480322
2008-10,Trendline,0.2006543238
2008-11,Trendline,0.2006606154
2008-12,Trendline,0.200666907
2009-01,Trendline,0.2006731985
2009-02,Trendline,0.2006794901
2009-03,Trendline,0.2006857817
2009-04,Trendline,0.2006920733
2009-05,Trendline,0.2006983648
2009-06,Trendline,0.2007046564
2009-07,Trendline,0.200710948
2009-08,Trendline,0.2007172396
2009-09,Trendline,0.2007235311
2009-10,Trendline,0.2007298227
2009-11,Trendline,0.2007361143
2009-12,Trendline,0.2007424059
2010-01,Trendline,0.2007486974
2010-02,Trendline,0.200754989
2010-03,Trendline,0.2007612806
2010-04,Trendline,0.2007675722
2010-05,Trendline,0.2007738637
2010-06,Trendline,0.2007801553
2010-07,Trendline,0.2007864469
2010-08,Trendline,0.2007927385
2010-09,Trendline,0.20079903
2010-10,Trendline,0.2008053216
2010-11,Trendline,0.2008116132
2010-12,Trendline,0.2008179048
2011-01,Trendline,0.2008241963
2011-02,Trendline,0.2008304879
2011-03,Trendline,0.2008367795
2011-04,Trendline,0.2008430711
2011-05,Trendline,0.2008493626
2011-06,Trendline,0.2008556542
2011-07,Trendline,0.2008619458
2011-08,Trendline,0.2008682374
2011-09,Trendline,0.2008745289
2011-10,Trendline,0.2008808205
2011-11,Trendline,0.2008871121
2011-12,Trendline,0.2008934037
2012-01,Trendline,0.2008996952
2012-02,Trendline,0.2009059868
2012-03,Trendline,0.2009122784
2012-04,Trendline,0.20091857
2012-05,Trendline,0.2009248615
2012-06,Trendline,0.2009311531
2012-07,Trendline,0.2009374447
2012-08,Trendline,0.2009437363
2012-09,Trendline,0.2009500278
2012-10,Trendline,0.2009563194
2012-11,Trendline,0.200962611
2012-12,Trendline,0.2009689026
2013-01,Trendline,0.2009751941
2013-02,Trendline,0.2009814857
2013-03,Trendline,0.2009877773
2013-04,Trendline,0.2009940689
2013-05,Trendline,0.2010003604
2013-06,Trendline,0.201006652
2013-07,Trendline,0.2010129436
2013-08,Trendline,0.2010192352
2013-09,Trendline,0.2010255268
2013-10,Trendline,0.2010318183
2013-11,Trendline,0.2010381099
2013-12,Trendline,0.2010444015
2014-01,Trendline,0.2010506931
2014-02,Trendline,0.2010569846
2014-03,Trendline,0.2010632762
2014-04,Trendline,0.2010695678
2014-05,Trendline,0.2010758594
2014-06,Trendline,0.2010821509
2014-07,Trendline,0.2010884425
2014-08,Trendline,0.2010947341
2014-09,Trendline,0.2011010257
2014-10,Trendline,0.2011073172
2014-11,Trendline,0.2011136088
2014-12,Trendline,0.2011199004
2015-01,Trendline,0.201126192
2015-02,Trendline,0.2011324835
2015-03,Trendline,0.2011387751
2015-04,Trendline,0.2011450667
2015-05,Trendline,0.2011513583
2015-06,Trendline,0.2011576498
2015-07,Trendline,0.2011639414
2015-08,Trendline,0.201170233
2015-09,Trendline,0.2011765246
2015-10,Trendline,0.2011828161
2015-11,Trendline,0.2011891077
2015-12,Trendline,0.2011953993
2016-01,Trendline,0.2012016909
2016-02,Trendline,0.2012079824
2016-03,Trendline,0.201214274
2016-04,Trendline,0.2012205656
2016-05,Trendline,0.2012268572
2016-06,Trendline,0.2012331487
2016-07,Trendline,0.2012394403
2016-08,Trendline,0.2012457319
2016-09,Trendline,0.2012520235
2016-10,Trendline,0.201258315
2016-11,Trendline,0.2012646066
2016-12,Trendline,0.2012708982
2017-01,Trendline,0.2012771898
2017-02,Trendline,0.2012834813
2017-03,Trendline,0.2012897729
2017-04,Trendline,0.2012960645
2017-05,Trendline,0.2013023561
2017-06,Trendline,0.2013086476
2017-07,Trendline,0.2013149392
2017-08,Trendline,0.2013212308
2017-09,Trendline,0.2013275224
2017-10,Trendline,0.2013338139
2017-11,Trendline,0.2013401055
2017-12,Trendline,0.2013463971
2018-01,Trendline,0.2013526887
2018-02,Trendline,0.2013589802
2018-03,Trendline,0.2013652718
2018-04,Trendline,0.2013715634
2018-05,Trendline,0.201377855
2018-06,Trendline,0.2013841465
2018-07,Trendline,0.2013904381
2018-08,Trendline,0.2013967297
2018-09,Trendline,0.2014030213
2018-10,Trendline,0.2014093128
2018-11,Trendline,0.2014156044
2018-12,Trendline,0.201421896
2019-01,Trendline,0.2014281876
2019-02,Trendline,0.2014344791
2019-03,Trendline,0.2014407707
2019-04,Trendline,0.2014470623
2019-05,Trendline,0.2014533539
2019-06,Trendline,0.2014596454
2019-07,Trendline,0.201465937
2019-08,Trendline,0.2014722286
2019-09,Trendline,0.2014785202
2019-10,Trendline,0.2014848117
2019-11,Trendline,0.2014911033
2019-12,Trendline,0.2014973949
