Date,LST,Sources
12/31/2002,3.88415550000002,LST Night
1/31/2003,6.20024269999999,LST Night
2/28/2003,4.159000699999979,LST Night
3/31/2003,6.461161600000025,LST Night
4/30/2003,5.780964400000016,LST Night
5/31/2003,13.077812699999981,LST Night
6/30/2003,19.34787510000001,LST Night
7/31/2003,22.954902100000027,LST Night
8/31/2003,20.1688001,LST Night
9/30/2003,18.868846299999973,LST Night
10/31/2003,16.14277770000001,LST Night
11/30/2003,4.904846599999985,LST Night
12/31/2003,-0.796212799999978,LST Night
1/31/2004,2.837580100000025,LST Night
2/29/2004,3.8245163000000275,LST Night
3/31/2004,11.96555219999999,LST Night
4/30/2004,12.181634099999997,LST Night
5/31/2004,13.043678499999999,LST Night
6/30/2004,19.174635599999988,LST Night
7/31/2004,21.11630869999999,LST Night
8/31/2004,20.997003500000005,LST Night
9/30/2004,17.58784780000002,LST Night
10/31/2004,11.058885099999998,LST Night
11/30/2004,6.370925199999988,LST Night
12/31/2004,5.314718299999981,LST Night
1/31/2005,2.3123565000000212,LST Night
2/28/2005,6.075642200000004,LST Night
3/31/2005,7.078790799999979,LST Night
4/30/2005,6.9988619000000085,LST Night
5/31/2005,12.288248599999974,LST Night
6/30/2005,17.070067800000004,LST Night
7/31/2005,23.062973399999976,LST Night
8/31/2005,21.00577279999999,LST Night
9/30/2005,15.731782399999986,LST Night
10/31/2005,12.563391500000023,LST Night
11/30/2005,7.665767899999992,LST Night
12/31/2005,3.6735884000000283,LST Night
1/31/2006,3.716507100000001,LST Night
2/28/2006,5.511574699999983,LST Night
3/31/2006,-1.2646187000000282,LST Night
4/30/2006,9.937197500000025,LST Night
5/31/2006,15.366007599999989,LST Night
6/30/2006,20.379228899999987,LST Night
7/31/2006,22.780038400000024,LST Night
8/31/2006,20.187372200000027,LST Night
9/30/2006,16.7441321,LST Night
10/31/2006,12.85214259999998,LST Night
11/30/2006,6.692367100000013,LST Night
12/31/2006,2.997544199999993,LST Night
1/31/2007,3.366257599999983,LST Night
2/28/2007,4.246483300000023,LST Night
3/31/2007,9.871042199999977,LST Night
4/30/2007,8.381296700000007,LST Night
5/31/2007,15.303866299999981,LST Night
6/30/2007,17.29534480000001,LST Night
7/31/2007,21.311448400000018,LST Night
8/31/2007,20.683894500000008,LST Night
9/30/2007,14.172564000000023,LST Night
10/31/2007,11.595005500000013,LST Night
11/30/2007,8.243554300000028,LST Night
12/31/2007,1.0624662999999828,LST Night
1/31/2008,1.2451297999999724,LST Night
2/29/2008,4.837942999999996,LST Night
3/31/2008,6.113851899999986,LST Night
4/30/2008,10.383766999999978,LST Night
5/31/2008,14.834701800000005,LST Night
6/30/2008,18.705748599999993,LST Night
7/31/2008,21.917846399999974,LST Night
8/31/2008,22.01796489999998,LST Night
9/30/2008,18.05482189999998,LST Night
10/31/2008,11.710028099999988,LST Night
11/30/2008,10.369641399999978,LST Night
12/31/2008,2.602128999999991,LST Night
1/31/2009,5.663519300000019,LST Night
2/28/2009,2.9010978000000023,LST Night
3/31/2009,7.237022799999977,LST Night
4/30/2009,9.056508599999972,LST Night
5/31/2009,16.12315460000002,LST Night
6/30/2009,17.421534399999985,LST Night
7/31/2009,21.85860489999999,LST Night
8/31/2009,20.46471489999999,LST Night
9/30/2009,17.500054200000022,LST Night
10/31/2009,11.01964190000001,LST Night
11/30/2009,6.949336800000026,LST Night
12/31/2009,1.7650229000000195,LST Night
1/31/2010,1.6306442999999717,LST Night
2/28/2010,4.701194799999996,LST Night
3/31/2010,4.865293899999983,LST Night
4/30/2010,8.145536100000015,LST Night
5/31/2010,9.072797499999979,LST Night
6/30/2010,17.126832499999978,LST Night
7/31/2010,21.755604800000015,LST Night
8/31/2010,20.413988099999983,LST Night
9/30/2010,17.3991757,LST Night
10/31/2010,12.501251400000001,LST Night
11/30/2010,6.245181300000013,LST Night
12/31/2010,1.8067752000000041,LST Night
1/31/2011,3.9157817999999907,LST Night
2/28/2011,3.7391665000000103,LST Night
3/31/2011,4.290220599999998,LST Night
4/30/2011,6.431291900000019,LST Night
5/31/2011,11.191181700000016,LST Night
6/30/2011,16.640418399999987,LST Night
7/31/2011,19.737782100000004,LST Night
8/31/2011,20.199613999999997,LST Night
9/30/2011,18.04974679999998,LST Night
10/31/2011,13.077339300000006,LST Night
11/30/2011,6.53450509999999,LST Night
12/31/2011,3.322265000000016,LST Night
1/31/2012,4.388388099999986,LST Night
2/29/2012,5.136542599999984,LST Night
3/31/2012,1.0072928999999817,LST Night
4/30/2012,10.414956599999982,LST Night
5/31/2012,14.718746899999985,LST Night
6/30/2012,18.365826700000014,LST Night
7/31/2012,20.741424800000004,LST Night
8/31/2012,21.18646560000002,LST Night
9/30/2012,19.211879099999976,LST Night
10/31/2012,13.634404300000028,LST Night
11/30/2012,7.455704799999978,LST Night
12/31/2012,2.3685469000000126,LST Night
1/31/2013,2.8204496000000177,LST Night
2/28/2013,4.8231672,LST Night
3/31/2013,7.421808199999987,LST Night
4/30/2013,11.963947299999973,LST Night
5/31/2013,15.615917200000013,LST Night
6/30/2013,19.47066589999997,LST Night
7/31/2013,21.74006639999999,LST Night
8/31/2013,19.421901600000012,LST Night
9/30/2013,15.752034900000012,LST Night
10/31/2013,11.819985099999997,LST Night
11/30/2013,8.16343230000001,LST Night
12/31/2013,3.945772599999998,LST Night
1/31/2014,7.488696699999991,LST Night
2/28/2014,2.9429741999999806,LST Night
3/31/2014,8.29558609999998,LST Night
4/30/2014,12.951211699999988,LST Night
5/31/2014,15.201911699999982,LST Night
6/30/2014,20.00485359999999,LST Night
7/31/2014,22.092788600000006,LST Night
8/31/2014,20.577721699999984,LST Night
9/30/2014,18.8520757,LST Night
10/31/2014,13.850939499999981,LST Night
11/30/2014,7.700848099999973,LST Night
12/31/2014,8.648077699999988,LST Night
1/31/2015,7.099109399999975,LST Night
2/28/2015,7.4850284999999985,LST Night
3/31/2015,10.676617700000008,LST Night
4/30/2015,12.113941399999987,LST Night
5/31/2015,12.763845100000026,LST Night
6/30/2015,21.472285999999997,LST Night
7/31/2015,21.623681299999987,LST Night
8/31/2015,19.517058399999996,LST Night
9/30/2015,18.08828490000002,LST Night
10/31/2015,14.949618699999974,LST Night
11/30/2015,4.255149399999993,LST Night
12/31/2015,1.2006503000000066,LST Night
1/31/2016,3.0750118999999927,LST Night
2/29/2016,8.632368499999984,LST Night
3/31/2016,7.205590799999982,LST Night
4/30/2016,12.568069900000012,LST Night
5/31/2016,16.055602799999974,LST Night
6/30/2016,19.52646229999999,LST Night
7/31/2016,21.093239400000016,LST Night
8/31/2016,20.218877799999973,LST Night
9/30/2016,17.169989600000008,LST Night
10/31/2016,10.956696099999988,LST Night
11/30/2016,6.938988100000017,LST Night
12/31/2016,2.972473700000023,LST Night
1/31/2017,2.259726300000011,LST Night
2/28/2017,2.651296899999977,LST Night
3/31/2017,8.4836679,LST Night
4/30/2017,6.949376799999982,LST Night
5/31/2017,15.194419400000015,LST Night
6/30/2017,19.53545919999999,LST Night
7/31/2017,23.019549299999994,LST Night
8/31/2017,22.581107099999997,LST Night
9/30/2017,16.46315370000002,LST Night
10/31/2017,13.696874600000001,LST Night
11/30/2017,6.560205199999984,LST Night
12/31/2017,5.709096999999986,LST Night
1/31/2018,2.5877416000000153,LST Night
2/28/2018,3.8536341999999877,LST Night
3/31/2018,6.353866100000005,LST Night
4/30/2018,9.531230300000004,LST Night
5/31/2018,14.544210700000008,LST Night
6/30/2018,19.543902899999978,LST Night
7/31/2018,21.903890199999978,LST Night
8/31/2018,19.89537200000001,LST Night
9/30/2018,16.338557400000013,LST Night
10/31/2018,14.06394419999998,LST Night
11/30/2018,8.661283000000026,LST Night
12/31/2018,3.920214699999974,LST Night
1/31/2019,3.914883599999996,LST Night
2/28/2019,0.18052440000002434,LST Night
3/31/2019,5.669787699999972,LST Night
4/30/2019,12.41025209999998,LST Night
5/31/2019,12.377135599999974,LST Night
6/30/2019,19.22031370000002,LST Night
7/31/2019,21.519967099999974,LST Night
8/31/2019,21.065472899999975,LST Night
9/30/2019,16.10844750000001,LST Night
10/31/2019,11.641736499999979,LST Night
11/30/2019,8.968755199999976,LST Night
12/31/2019,2.6194732999999815,LST Night
1/31/2020,2.4858856000000173,LST Night
2/29/2020,6.698233899999991,LST Night
3/31/2020,6.32305150000002,LST Night
4/30/2020,12.137598400000002,LST Night
5/31/2020,15.859225100000003,LST Night
6/30/2020,18.437681499999997,LST Night
7/31/2020,21.034103700000003,LST Night
8/31/2020,21.503454599999998,LST Night
9/30/2020,19.275033000000008,LST Night
10/31/2020,14.262993300000005,LST Night
11/30/2020,5.1656406000000175,LST Night
12/31/2020,4.3415663999999765,LST Night
1/31/2021,3.517311800000016,LST Night
2/28/2021,4.683146099999988,LST Night
3/31/2021,6.301069199999972,LST Night
4/30/2021,10.956686100000013,LST Night
5/31/2021,15.919124899999986,LST Night
6/30/2021,20.307828500000028,LST Night
7/31/2021,22.2031791,LST Night
8/31/2021,20.144178899999986,LST Night
9/30/2021,18.323989799999993,LST Night
10/31/2021,9.494765500000028,LST Night
11/30/2021,9.315832199999988,LST Night
12/31/2021,1.9474177999999824,LST Night
1/31/2022,4.549068900000009,LST Night
2/28/2022,6.461940500000026,LST Night
3/31/2022,9.0141347,LST Night
4/30/2022,9.786759300000028,LST Night
5/31/2022,13.719391200000018,LST Night
6/30/2022,17.849602100000027,LST Night
7/31/2022,22.077257599999996,LST Night
8/31/2022,21.638228700000013,LST Night
9/30/2022,18.723275100000023,LST Night
10/31/2022,13.122789300000022,LST Night
11/30/2022,5.886535400000014,LST Night
