Date,Chlorophyll,source
2009-09-01,2.69E-08,Chlorophyll
2009-10-01,2.49E-08,Chlorophyll
2009-11-01,5.83E-08,Chlorophyll
2009-12-01,2.45E-08,Chlorophyll
2010-01-01,6.50E-08,Chlorophyll
2010-02-01,3.35E-08,Chlorophyll
2010-03-01,8.41E-08,Chlorophyll
2010-04-01,4.82E-08,Chlorophyll
2010-05-01,6.37E-08,Chlorophyll
2010-06-01,5.80E-08,Chlorophyll
2010-07-01,4.28E-08,Chlorophyll
2010-08-01,2.10E-08,Chlorophyll
2010-09-01,1.53E-08,Chlorophyll
2010-10-01,2.89E-08,Chlorophyll
2010-11-01,3.58E-08,Chlorophyll
2010-12-01,1.03E-08,Chlorophyll
2011-01-01,5.01E-08,Chlorophyll
2011-02-01,6.73E-08,Chlorophyll
2011-03-01,3.78E-08,Chlorophyll
2011-04-01,3.92E-08,Chlorophyll
2011-05-01,4.25E-08,Chlorophyll
2011-06-01,3.44E-08,Chlorophyll
2011-07-01,3.16E-08,Chlorophyll
2011-08-01,2.66E-08,Chlorophyll
2011-09-01,1.91E-08,Chlorophyll
2011-10-01,4.28E-08,Chlorophyll
2011-11-01,2.83E-08,Chlorophyll
2011-12-01,1.01E-07,Chlorophyll
2012-01-01,1.15E-07,Chlorophyll
2012-02-01,1.33E-07,Chlorophyll
2012-03-01,1.30E-07,Chlorophyll
2012-04-01,3.86E-08,Chlorophyll
2012-05-01,8.16E-08,Chlorophyll
2012-06-01,5.17E-08,Chlorophyll
2012-07-01,2.85E-08,Chlorophyll
2012-08-01,1.80E-08,Chlorophyll
2012-09-01,1.94E-08,Chlorophyll
2012-10-01,2.45E-08,Chlorophyll
2012-11-01,1.29E-08,Chlorophyll
2012-12-01,5.18E-08,Chlorophyll
2013-01-01,8.70E-08,Chlorophyll
2013-02-01,7.51E-08,Chlorophyll
2013-03-01,1.59E-08,Chlorophyll
2013-04-01,2.61E-08,Chlorophyll
2013-05-01,3.62E-08,Chlorophyll
2013-06-01,5.46E-08,Chlorophyll
2013-07-01,2.93E-08,Chlorophyll
2013-08-01,2.50E-08,Chlorophyll
2013-09-01,2.86E-08,Chlorophyll
2013-10-01,2.81E-08,Chlorophyll
2013-11-01,2.48E-08,Chlorophyll
2013-12-01,7.57E-08,Chlorophyll
2014-01-01,5.04E-08,Chlorophyll
2014-02-01,7.40E-08,Chlorophyll
2014-03-01,7.01E-08,Chlorophyll
2014-04-01,2.63E-08,Chlorophyll
2014-05-01,3.57E-08,Chlorophyll
2014-06-01,6.30E-08,Chlorophyll
2014-07-01,2.61E-08,Chlorophyll
2014-08-01,2.06E-08,Chlorophyll
2014-09-01,2.41E-08,Chlorophyll
2014-10-01,3.25E-08,Chlorophyll
2014-11-01,2.40E-08,Chlorophyll
2014-12-01,9.77E-08,Chlorophyll
2015-01-01,1.42E-07,Chlorophyll
2015-02-01,4.85E-08,Chlorophyll
2015-03-01,1.07E-07,Chlorophyll
2015-04-01,6.22E-08,Chlorophyll
2015-05-01,5.49E-08,Chlorophyll
2015-06-01,7.63E-08,Chlorophyll
2015-07-01,3.02E-08,Chlorophyll
2015-08-01,2.16E-08,Chlorophyll
2015-09-01,2.22E-08,Chlorophyll
2015-10-01,3.31E-08,Chlorophyll
2015-11-01,5.39E-08,Chlorophyll
2015-12-01,1.28E-07,Chlorophyll
2016-01-01,9.26E-08,Chlorophyll
2016-02-01,1.30E-07,Chlorophyll
2016-03-01,5.98E-08,Chlorophyll
2016-04-01,2.69E-08,Chlorophyll
2016-05-01,3.01E-08,Chlorophyll
2016-06-01,4.89E-08,Chlorophyll
2016-07-01,3.18E-08,Chlorophyll
2016-08-01,3.04E-08,Chlorophyll
2016-09-01,2.81E-08,Chlorophyll
2016-10-01,3.16E-08,Chlorophyll
2016-11-01,3.71E-08,Chlorophyll
2016-12-01,1.06E-07,Chlorophyll
2017-01-01,6.47E-08,Chlorophyll
2017-02-01,7.44E-08,Chlorophyll
2017-03-01,5.84E-08,Chlorophyll
2017-04-01,6.23E-08,Chlorophyll
2017-05-01,5.25E-08,Chlorophyll
2017-06-01,4.28E-08,Chlorophyll
2017-07-01,3.54E-08,Chlorophyll
2017-08-01,2.25E-08,Chlorophyll
2017-09-01,2.95E-08,Chlorophyll
2017-10-01,8.74E-08,Chlorophyll
2017-11-01,6.06E-08,Chlorophyll
2017-12-01,1.57E-07,Chlorophyll
2018-01-01,1.46E-07,Chlorophyll
2018-02-01,4.35E-08,Chlorophyll
2018-03-01,7.64E-08,Chlorophyll
2018-04-01,4.88E-08,Chlorophyll
2018-05-01,3.05E-08,Chlorophyll
2018-06-01,8.58E-08,Chlorophyll
2018-07-01,6.10E-08,Chlorophyll
2018-08-01,2.79E-08,Chlorophyll
2018-09-01,4.33E-08,Chlorophyll
2018-10-01,5.22E-08,Chlorophyll
2018-11-01,2.90E-08,Chlorophyll
2018-12-01,8.45E-08,Chlorophyll
2019-01-01,6.48E-08,Chlorophyll
2019-02-01,1.43E-07,Chlorophyll
2019-03-01,1.40E-07,Chlorophyll
2019-04-01,2.59E-08,Chlorophyll
2019-05-01,2.09E-08,Chlorophyll
2019-06-01,4.65E-08,Chlorophyll
2019-07-01,3.15E-08,Chlorophyll
2019-08-01,1.71E-08,Chlorophyll
2019-09-01,2.98E-08,Chlorophyll
2019-10-01,5.55E-08,Chlorophyll
2019-11-01,5.11E-08,Chlorophyll
2019-12-01,7.70E-08,Chlorophyll
2020-01-01,1.78E-07,Chlorophyll
2020-02-01,1.16E-07,Chlorophyll
2020-03-01,6.29E-08,Chlorophyll
2020-04-01,3.17E-08,Chlorophyll
2020-05-01,3.60E-08,Chlorophyll
2020-06-01,9.55E-08,Chlorophyll
2020-07-01,4.53E-08,Chlorophyll
2020-08-01,2.08E-08,Chlorophyll
2020-09-01,2.22E-08,Chlorophyll
2020-10-01,4.71E-08,Chlorophyll
2020-11-01,4.71E-08,Chlorophyll
2020-12-01,3.14E-08,Chlorophyll
2021-01-01,8.50E-08,Chlorophyll
2021-02-01,1.52E-07,Chlorophyll
2021-03-01,6.61E-08,Chlorophyll
2021-04-01,3.80E-08,Chlorophyll
2021-05-01,4.51E-08,Chlorophyll
2021-06-01,6.76E-08,Chlorophyll
2021-07-01,3.50E-08,Chlorophyll
2021-08-01,2.68E-08,Chlorophyll
2021-09-01,4.04E-08,Chlorophyll
2021-10-01,6.24E-08,Chlorophyll
2021-11-01,3.24E-08,Chlorophyll
2021-12-01,8.73E-08,Chlorophyll
2022-01-01,5.39E-08,Chlorophyll
2022-02-01,1.09E-07,Chlorophyll
2022-03-01,8.13E-08,Chlorophyll
2022-04-01,4.05E-08,Chlorophyll
2022-05-01,5.54E-08,Chlorophyll
2022-06-01,8.05E-08,Chlorophyll
2022-07-01,3.37E-08,Chlorophyll
2022-08-01,1.95E-08,Chlorophyll
2022-09-01,2.63E-08,Chlorophyll
2022-10-01,4.69E-08,Chlorophyll
2022-11-01,5.86E-08,Chlorophyll
2022-12-01,4.93E-08,Chlorophyll
2005-01-01,4.51E-08,Trendline
2005-02-01,4.51E-08,Trendline
2005-03-01,4.52E-08,Trendline
2005-04-01,4.53E-08,Trendline
2005-05-01,4.53E-08,Trendline
2005-06-01,4.54E-08,Trendline
2005-07-01,4.55E-08,Trendline
2005-08-01,4.55E-08,Trendline
2005-09-01,4.56E-08,Trendline
2005-10-01,4.57E-08,Trendline
2005-11-01,4.58E-08,Trendline
2005-12-01,4.58E-08,Trendline
2006-01-01,4.59E-08,Trendline
2006-02-01,4.60E-08,Trendline
2006-03-01,4.60E-08,Trendline
2006-04-01,4.61E-08,Trendline
2006-05-01,4.62E-08,Trendline
2006-06-01,4.63E-08,Trendline
2006-07-01,4.63E-08,Trendline
2006-08-01,4.64E-08,Trendline
2006-09-01,4.65E-08,Trendline
2006-10-01,4.65E-08,Trendline
2006-11-01,4.66E-08,Trendline
2006-12-01,4.67E-08,Trendline
2007-01-01,4.67E-08,Trendline
2007-02-01,4.68E-08,Trendline
2007-03-01,4.69E-08,Trendline
2007-04-01,4.70E-08,Trendline
2007-05-01,4.70E-08,Trendline
2007-06-01,4.71E-08,Trendline
2007-07-01,4.72E-08,Trendline
2007-08-01,4.72E-08,Trendline
2007-09-01,4.73E-08,Trendline
2007-10-01,4.74E-08,Trendline
2007-11-01,4.74E-08,Trendline
2007-12-01,4.75E-08,Trendline
2008-01-01,4.76E-08,Trendline
2008-02-01,4.77E-08,Trendline
2008-03-01,4.77E-08,Trendline
2008-04-01,4.78E-08,Trendline
2008-05-01,4.79E-08,Trendline
2008-06-01,4.79E-08,Trendline
2008-07-01,4.80E-08,Trendline
2008-08-01,4.81E-08,Trendline
2008-09-01,4.81E-08,Trendline
2008-10-01,4.82E-08,Trendline
2008-11-01,4.83E-08,Trendline
2008-12-01,4.84E-08,Trendline
2009-01-01,4.84E-08,Trendline
2009-02-01,4.85E-08,Trendline
2009-03-01,4.86E-08,Trendline
2009-04-01,4.86E-08,Trendline
2009-05-01,4.87E-08,Trendline
2009-06-01,4.88E-08,Trendline
2009-07-01,4.88E-08,Trendline
2009-08-01,4.89E-08,Trendline
2009-09-01,4.90E-08,Trendline
2009-10-01,4.91E-08,Trendline
2009-11-01,4.91E-08,Trendline
2009-12-01,4.92E-08,Trendline
2010-01-01,4.93E-08,Trendline
2010-02-01,4.93E-08,Trendline
2010-03-01,4.94E-08,Trendline
2010-04-01,4.95E-08,Trendline
2010-05-01,4.95E-08,Trendline
2010-06-01,4.96E-08,Trendline
2010-07-01,4.97E-08,Trendline
2010-08-01,4.98E-08,Trendline
2010-09-01,4.98E-08,Trendline
2010-10-01,4.99E-08,Trendline
2010-11-01,5.00E-08,Trendline
2010-12-01,5.00E-08,Trendline
2011-01-01,5.01E-08,Trendline
2011-02-01,5.02E-08,Trendline
2011-03-01,5.02E-08,Trendline
2011-04-01,5.03E-08,Trendline
2011-05-01,5.04E-08,Trendline
2011-06-01,5.05E-08,Trendline
2011-07-01,5.05E-08,Trendline
2011-08-01,5.06E-08,Trendline
2011-09-01,5.07E-08,Trendline
2011-10-01,5.07E-08,Trendline
2011-11-01,5.08E-08,Trendline
2011-12-01,5.09E-08,Trendline
2012-01-01,5.10E-08,Trendline
2012-02-01,5.10E-08,Trendline
2012-03-01,5.11E-08,Trendline
2012-04-01,5.12E-08,Trendline
2012-05-01,5.12E-08,Trendline
2012-06-01,5.13E-08,Trendline
2012-07-01,5.14E-08,Trendline
2012-08-01,5.14E-08,Trendline
2012-09-01,5.15E-08,Trendline
2012-10-01,5.16E-08,Trendline
2012-11-01,5.17E-08,Trendline
2012-12-01,5.17E-08,Trendline
2013-01-01,5.18E-08,Trendline
2013-02-01,5.19E-08,Trendline
2013-03-01,5.19E-08,Trendline
2013-04-01,5.20E-08,Trendline
2013-05-01,5.21E-08,Trendline
2013-06-01,5.21E-08,Trendline
2013-07-01,5.22E-08,Trendline
2013-08-01,5.23E-08,Trendline
2013-09-01,5.24E-08,Trendline
2013-10-01,5.24E-08,Trendline
2013-11-01,5.25E-08,Trendline
2013-12-01,5.26E-08,Trendline
2014-01-01,5.26E-08,Trendline
2014-02-01,5.27E-08,Trendline
2014-03-01,5.28E-08,Trendline
2014-04-01,5.28E-08,Trendline
2014-05-01,5.29E-08,Trendline
2014-06-01,5.30E-08,Trendline
2014-07-01,5.31E-08,Trendline
2014-08-01,5.31E-08,Trendline
2014-09-01,5.32E-08,Trendline
2014-10-01,5.33E-08,Trendline
2014-11-01,5.33E-08,Trendline
2014-12-01,5.34E-08,Trendline
2015-01-01,5.35E-08,Trendline
2015-02-01,5.36E-08,Trendline
2015-03-01,5.36E-08,Trendline
2015-04-01,5.37E-08,Trendline
2015-05-01,5.38E-08,Trendline
2015-06-01,5.38E-08,Trendline
2015-07-01,5.39E-08,Trendline
2015-08-01,5.40E-08,Trendline
2015-09-01,5.40E-08,Trendline
2015-10-01,5.41E-08,Trendline
2015-11-01,5.42E-08,Trendline
2015-12-01,5.42E-08,Trendline
2016-01-01,5.43E-08,Trendline
2016-02-01,5.44E-08,Trendline
2016-03-01,5.45E-08,Trendline
2016-04-01,5.45E-08,Trendline
2016-05-01,5.46E-08,Trendline
2016-06-01,5.47E-08,Trendline
2016-07-01,5.47E-08,Trendline
2016-08-01,5.48E-08,Trendline
2016-09-01,5.49E-08,Trendline
2016-10-01,5.50E-08,Trendline
2016-11-01,5.50E-08,Trendline
2016-12-01,5.51E-08,Trendline
2017-01-01,5.52E-08,Trendline
2017-02-01,5.52E-08,Trendline
2017-03-01,5.53E-08,Trendline
2017-04-01,5.54E-08,Trendline
2017-05-01,5.54E-08,Trendline
2017-06-01,5.55E-08,Trendline
2017-07-01,5.56E-08,Trendline
2017-08-01,5.57E-08,Trendline
2017-09-01,5.57E-08,Trendline
2017-10-01,5.58E-08,Trendline
2017-11-01,5.59E-08,Trendline
2017-12-01,5.59E-08,Trendline
2018-01-01,5.60E-08,Trendline
2018-02-01,5.61E-08,Trendline
2018-03-01,5.61E-08,Trendline
2018-04-01,5.62E-08,Trendline
2018-05-01,5.63E-08,Trendline
2018-06-01,5.64E-08,Trendline
2018-07-01,5.64E-08,Trendline
2018-08-01,5.65E-08,Trendline
2018-09-01,5.66E-08,Trendline
2018-10-01,5.66E-08,Trendline
2018-11-01,5.67E-08,Trendline
2018-12-01,5.68E-08,Trendline
2019-01-01,5.68E-08,Trendline
2019-02-01,5.69E-08,Trendline
2019-03-01,5.70E-08,Trendline
2019-04-01,5.71E-08,Trendline
2019-05-01,5.71E-08,Trendline
2019-06-01,5.72E-08,Trendline
2019-07-01,5.73E-08,Trendline
2019-08-01,5.73E-08,Trendline
2019-09-01,5.74E-08,Trendline
2019-10-01,5.75E-08,Trendline
2019-11-01,5.75E-08,Trendline
2019-12-01,5.76E-08,Trendline
2020-01-01,5.77E-08,Trendline
2020-02-01,5.78E-08,Trendline
2020-03-01,5.78E-08,Trendline
2020-04-01,5.79E-08,Trendline
2020-05-01,5.80E-08,Trendline
2020-06-01,5.80E-08,Trendline
2020-07-01,5.81E-08,Trendline
2020-08-01,5.82E-08,Trendline
2020-09-01,5.83E-08,Trendline
2020-10-01,5.83E-08,Trendline
2020-11-01,5.84E-08,Trendline
2020-12-01,5.85E-08,Trendline
2021-01-01,5.85E-08,Trendline
2021-02-01,5.86E-08,Trendline
2021-03-01,5.87E-08,Trendline
2021-04-01,5.87E-08,Trendline
2021-05-01,5.88E-08,Trendline
2021-06-01,5.89E-08,Trendline
2021-07-01,5.90E-08,Trendline
2021-08-01,5.90E-08,Trendline
2021-09-01,5.91E-08,Trendline
2021-10-01,5.92E-08,Trendline
2021-11-01,5.92E-08,Trendline
2021-12-01,5.93E-08,Trendline
2022-01-01,5.94E-08,Trendline
2022-02-01,5.94E-08,Trendline
2022-03-01,5.95E-08,Trendline
2022-04-01,5.96E-08,Trendline
2022-05-01,5.97E-08,Trendline
2022-06-01,5.97E-08,Trendline
2022-07-01,5.98E-08,Trendline
2022-08-01,5.99E-08,Trendline
2022-09-01,5.99E-08,Trendline
2022-10-01,6.00E-08,Trendline
2022-11-01,6.01E-08,Trendline
2022-12-01,6.01E-08,Trendline
