Date,Source,Value
2012-07-01,CHL,0.11651921
2012-08-01,CHL,0.11367456
2012-09-01,CHL,0.13875219
2012-10-01,CHL,0.14258863
2012-11-01,CHL,0.16722013
2012-12-01,CHL,0.1745517
2013-01-01,CHL,0.1559174
2013-02-01,CHL,0.13187326
2013-03-01,CHL,0.11691445
2013-04-01,CHL,0.1048695
2013-05-01,CHL,0.108707726
2013-06-01,CHL,0.107093066
2013-07-01,CHL,0.113870926
2013-08-01,CHL,0.12351998
2013-09-01,CHL,0.1459264
2013-10-01,CHL,0.1382345
2013-11-01,CHL,0.15032275
2013-12-01,CHL,0.1554957
2014-01-01,CHL,0.18248536
2014-02-01,CHL,0.12549952
2014-03-01,CHL,0.103794575
2014-04-01,CHL,0.102081984
2014-05-01,CHL,0.114324816
2014-06-01,CHL,0.10713944
2014-07-01,CHL,0.10947085
2014-08-01,CHL,0.110797584
2014-09-01,CHL,0.14017703
2014-10-01,CHL,0.14200656
2014-11-01,CHL,0.14021724
2014-12-01,CHL,0.18409972
2015-01-01,CHL,0.15954159
2015-02-01,CHL,0.14351784
2015-03-01,CHL,0.13503927
2015-04-01,CHL,0.1536943
2015-05-01,CHL,0.14287671
2015-06-01,CHL,0.11378485
2015-07-01,CHL,0.12121237
2015-08-01,CHL,0.13822494
2015-09-01,CHL,0.122278586
2015-10-01,CHL,0.16755287
2015-11-01,CHL,0.20077531
2015-12-01,CHL,0.19488078
2016-01-01,CHL,0.21038507
2016-02-01,CHL,0.14841746
2016-03-01,CHL,0.13803464
2016-04-01,CHL,0.12640652
2016-05-01,CHL,0.12506431
2016-06-01,CHL,0.11360347
2016-07-01,CHL,0.1272121
2016-08-01,CHL,0.13598387
2016-09-01,CHL,0.16647846
2016-10-01,CHL,0.34478587
2016-11-01,CHL,0.24909042
2016-12-01,CHL,0.19173898
2017-01-01,CHL,0.24265994
2017-02-01,CHL,0.21050811
2017-03-01,CHL,0.17429067
2017-04-01,CHL,0.12015131
2017-05-01,CHL,0.11022673
2017-06-01,CHL,0.11511996
2017-07-01,CHL,0.12522964
2017-08-01,CHL,0.1275635
2017-09-01,CHL,0.15554322
2017-10-01,CHL,0.14792329
2017-11-01,CHL,0.16983114
2017-12-01,CHL,0.18959528
2018-01-01,CHL,0.1555479
2018-02-01,CHL,0.13981108
2018-03-01,CHL,0.12722944
2018-04-01,CHL,0.12945652
2018-05-01,CHL,0.11565618
2018-06-01,CHL,0.12054555
2018-07-01,CHL,0.100464106
2018-08-01,CHL,0.12684354
2018-09-01,CHL,0.14829822
2018-10-01,CHL,0.15265542
2018-11-01,CHL,0.17538384
2018-12-01,CHL,0.18712305
2019-01-01,CHL,0.17557621
2019-02-01,CHL,0.12423203
2019-03-01,CHL,0.13729873
2019-04-01,CHL,0.117110945
2019-05-01,CHL,0.12495291
2019-06-01,CHL,0.114214905
2019-07-01,CHL,0.10914341
2019-08-01,CHL,0.12448595
2019-09-01,CHL,0.14186111
2019-10-01,CHL,0.17513771
2019-11-01,CHL,0.17760143
2019-12-01,CHL,0.20340404
2020-01-01,CHL,0.20189948
2020-02-01,CHL,0.13753419
2020-03-01,CHL,0.12457721
2020-04-01,CHL,0.12583344
2020-05-01,CHL,0.118646614
2020-06-01,CHL,0.11675222
2020-07-01,CHL,0.10577579
2020-08-01,CHL,0.15372142
2020-09-01,CHL,0.15393159
2020-10-01,CHL,0.16695562
2020-11-01,CHL,0.18753266
2020-12-01,CHL,0.19194022
2021-01-01,CHL,0.18744242
2021-02-01,CHL,0.16219485
2021-03-01,CHL,0.13974525
2021-04-01,CHL,0.12671286
2021-05-01,CHL,0.12765701
2021-06-01,CHL,0.12893789
2021-07-01,CHL,0.123849
2021-08-01,CHL,0.14351854
2021-09-01,CHL,0.15639791
2021-10-01,CHL,0.16076902
2021-11-01,CHL,0.21904004
2021-12-01,CHL,0.17672794
2022-01-01,CHL,0.18412116
2022-02-01,CHL,0.17361526
2022-03-01,CHL,0.15164384
2022-04-01,CHL,0.12691727
2022-05-01,CHL,0.118974075
2022-06-01,CHL,0.11550581
2022-07-01,CHL,0.105050325
2022-08-01,CHL,0.12860261
2022-09-01,CHL,0.13801807
2022-10-01,CHL,0.18159083
2022-11-01,CHL,0.15657216
2022-12-01,CHL,0.1469062
2005-01-01,AOD,0.53313724
2005-02-01,AOD,0.280566677
2005-03-01,AOD,0.271169339
2005-04-01,AOD,0.360257556
2005-05-01,AOD,0.473324383
2005-06-01,AOD,0.395880784
2005-07-01,AOD,0.407023859
2005-08-01,AOD,0.295758595
2005-09-01,AOD,0.318332927
2005-10-01,AOD,0.250462742
2005-11-01,AOD,0.253420268
2005-12-01,AOD,0.228004369
2006-01-01,AOD,0.280075171
2006-02-01,AOD,0.228301788
2006-03-01,AOD,0.617607952
2006-04-01,AOD,0.333672887
2006-05-01,AOD,0.285571606
2006-06-01,AOD,0.517207993
2006-07-01,AOD,0.426278793
2006-08-01,AOD,0.316822793
2006-09-01,AOD,0.247549161
2006-10-01,AOD,0.213474112
2006-11-01,AOD,0.231748005
2006-12-01,AOD,0.326693296
2007-01-01,AOD,0.473535729
2007-02-01,AOD,0.322326582
2007-03-01,AOD,0.442061469
2007-04-01,AOD,0.358422814
2007-05-01,AOD,0.49297896
2007-06-01,AOD,0.475013458
2007-07-01,AOD,0.406585965
2007-08-01,AOD,0.293029886
2007-09-01,AOD,0.254277478
2007-10-01,AOD,0.232439139
2007-11-01,AOD,0.296337214
2007-12-01,AOD,0.286410311
2008-01-01,AOD,0.326271613
2008-02-01,AOD,0.424677604
2008-03-01,AOD,0.362906485
2008-04-01,AOD,0.47839724
2008-05-01,AOD,0.361203944
2008-06-01,AOD,0.418558033
2008-07-01,AOD,0.34443299
2008-08-01,AOD,0.297801058
2008-09-01,AOD,0.217556642
2008-10-01,AOD,0.285685834
2008-11-01,AOD,0.261173996
2008-12-01,AOD,0.306219384
2009-01-01,AOD,0.308819943
2009-02-01,AOD,0.321752561
2009-03-01,AOD,0.277051249
2009-04-01,AOD,0.349778679
2009-05-01,AOD,0.425464007
2009-06-01,AOD,0.440735445
2009-07-01,AOD,0.417310678
2009-08-01,AOD,0.259928877
2009-09-01,AOD,0.259843308
2009-10-01,AOD,0.215193394
2009-11-01,AOD,0.262441779
2009-12-01,AOD,0.20370677
2010-01-01,AOD,0.306710436
2010-02-01,AOD,0.255251886
2010-03-01,AOD,0.534182757
2010-04-01,AOD,0.46290861
2010-05-01,AOD,0.571139987
2010-06-01,AOD,0.480909463
2010-07-01,AOD,0.45096741
2010-08-01,AOD,0.329070637
2010-09-01,AOD,0.226122517
2010-10-01,AOD,0.222755534
2010-11-01,AOD,0.251342188
2010-12-01,AOD,0.188382075
2011-01-01,AOD,0.274222176
2011-02-01,AOD,0.315340382
2011-03-01,AOD,0.295125111
2011-04-01,AOD,0.399001388
2011-05-01,AOD,0.386129426
2011-06-01,AOD,0.387204695
2011-07-01,AOD,0.380470769
2011-08-01,AOD,0.369902123
2011-09-01,AOD,0.244939385
2011-10-01,AOD,0.276992924
2011-11-01,AOD,0.264064335
2011-12-01,AOD,0.394786229
2012-01-01,AOD,0.398645076
2012-02-01,AOD,0.484365697
2012-03-01,AOD,0.590738693
2012-04-01,AOD,0.380160219
2012-05-01,AOD,0.528519589
2012-06-01,AOD,0.483772058
2012-07-01,AOD,0.34704808
2012-08-01,AOD,0.279650777
2012-09-01,AOD,0.230190115
2012-10-01,AOD,0.201867569
2012-11-01,AOD,0.162785783
2012-12-01,AOD,0.285162086
2013-01-01,AOD,0.341513173
2013-02-01,AOD,0.354229351
2013-03-01,AOD,0.253327228
2013-04-01,AOD,0.320471737
2013-05-01,AOD,0.368906959
2013-06-01,AOD,0.493433002
2013-07-01,AOD,0.393835386
2013-08-01,AOD,0.32708824
2013-09-01,AOD,0.248144701
2013-10-01,AOD,0.22629195
2013-11-01,AOD,0.217874391
2013-12-01,AOD,0.325825888
2014-01-01,AOD,0.295334322
2014-02-01,AOD,0.34217388
2014-03-01,AOD,0.309504021
2014-04-01,AOD,0.35473008
2014-05-01,AOD,0.349174413
2014-06-01,AOD,0.532009183
2014-07-01,AOD,0.426266617
2014-08-01,AOD,0.287380253
2014-09-01,AOD,0.25650434
2014-10-01,AOD,0.238833669
2014-11-01,AOD,0.227622997
2014-12-01,AOD,0.401386827
2015-01-01,AOD,0.479427941
2015-02-01,AOD,0.288297499
2015-03-01,AOD,0.385860419
2015-04-01,AOD,0.504875753
2015-05-01,AOD,0.486353603
2015-06-01,AOD,0.573472264
2015-07-01,AOD,0.332514167
2015-08-01,AOD,0.278415628
2015-09-01,AOD,0.224389645
2015-10-01,AOD,0.218210729
2015-11-01,AOD,0.287022759
2015-12-01,AOD,0.408635709
2016-01-01,AOD,0.31500305
2016-02-01,AOD,0.53455671
2016-03-01,AOD,0.300648796
2016-04-01,AOD,0.311421355
2016-05-01,AOD,0.365603639
2016-06-01,AOD,0.433027155
2016-07-01,AOD,0.370759486
2016-08-01,AOD,0.369464211
2016-09-01,AOD,0.262709186
2016-10-01,AOD,0.230140616
2016-11-01,AOD,0.22390073
2016-12-01,AOD,0.434274849
2017-01-01,AOD,0.283050384
2017-02-01,AOD,0.355483979
2017-03-01,AOD,0.397576643
2017-04-01,AOD,0.443528909
2017-05-01,AOD,0.49660658
2017-06-01,AOD,0.400540136
2017-07-01,AOD,0.408820894
2017-08-01,AOD,0.293787349
2017-09-01,AOD,0.296085482
2017-10-01,AOD,0.402941751
2017-11-01,AOD,0.269370296
2017-12-01,AOD,0.437529269
2018-01-01,AOD,0.420893125
2018-02-01,AOD,0.220119754
2018-03-01,AOD,0.38731673
2018-04-01,AOD,0.446712601
2018-05-01,AOD,0.337154426
2018-06-01,AOD,0.517020398
2018-07-01,AOD,0.515770473
2018-08-01,AOD,0.308350243
2018-09-01,AOD,0.291509262
2018-10-01,AOD,0.2628567
2018-11-01,AOD,0.237089441
2018-12-01,AOD,0.274016885
2019-01-01,AOD,0.299031333
2019-02-01,AOD,0.391808821
2019-03-01,AOD,0.382164711
2019-04-01,AOD,0.283817697
2019-05-01,AOD,0.289070444
2019-06-01,AOD,0.422949183
2019-07-01,AOD,0.347142271
2019-08-01,AOD,0.292456332
2019-09-01,AOD,0.252316977
2019-10-01,AOD,0.267571356
2019-11-01,AOD,0.267166841
2019-12-01,AOD,0.289683364
2020-01-01,AOD,0.422320686
2020-02-01,AOD,0.4287599
2020-03-01,AOD,0.276904137
2020-04-01,AOD,0.320357444
2020-05-01,AOD,0.407602767
2020-06-01,AOD,0.628228622
2020-07-01,AOD,0.423215369
2020-08-01,AOD,0.270391586
2020-09-01,AOD,0.21311952
2020-10-01,AOD,0.284630472
2020-11-01,AOD,0.276973245
2020-12-01,AOD,0.253461451
2021-01-01,AOD,0.332290109
2021-02-01,AOD,0.54099956
2021-03-01,AOD,0.395475345
2021-04-01,AOD,0.397590814
2021-05-01,AOD,0.426892666
2021-06-01,AOD,0.536955524
2021-07-01,AOD,0.400369893
2021-08-01,AOD,0.2816231
2021-09-01,AOD,0.320594104
2021-10-01,AOD,0.324780322
2021-11-01,AOD,0.238661002
2021-12-01,AOD,0.33932407
2022-01-01,AOD,0.232018738
2022-02-01,AOD,0.408855154
2022-03-01,AOD,0.468442502
2022-04-01,AOD,0.311123682
2022-05-01,AOD,0.370487457
2022-06-01,AOD,0.547592176
2022-07-01,AOD,0.412216798
2022-08-01,AOD,0.287552561
2022-09-01,AOD,0.239427405
2022-10-01,AOD,0.326960899
2022-11-01,AOD,0.313131974
2022-12-01,AOD,0.252003705
2005-01-01,CLD,0.73853253
2005-02-01,CLD,0.766581748
2005-03-01,CLD,0.618102354
2005-04-01,CLD,0.6476158
2005-05-01,CLD,0.68856494
2005-06-01,CLD,0.780358282
2005-07-01,CLD,0.803252969
2005-08-01,CLD,0.798900688
2005-09-01,CLD,0.705978605
2005-10-01,CLD,0.762429882
2005-11-01,CLD,0.803853525
2005-12-01,CLD,0.755322201
2006-01-01,CLD,0.858086474
2006-02-01,CLD,0.718007711
2006-03-01,CLD,0.716023337
2006-04-01,CLD,0.694093517
2006-05-01,CLD,0.708916135
2006-06-01,CLD,0.851117005
2006-07-01,CLD,0.81786505
2006-08-01,CLD,0.774251202
2006-09-01,CLD,0.729974296
2006-10-01,CLD,0.775250066
2006-11-01,CLD,0.763182697
2006-12-01,CLD,0.752991455
2007-01-01,CLD,0.699944361
2007-02-01,CLD,0.637580813
2007-03-01,CLD,0.742389546
2007-04-01,CLD,0.72538048
2007-05-01,CLD,0.770951964
2007-06-01,CLD,0.776706395
2007-07-01,CLD,0.823757317
2007-08-01,CLD,0.783761351
2007-09-01,CLD,0.714306456
2007-10-01,CLD,0.692660858
2007-11-01,CLD,0.765560762
2007-12-01,CLD,0.863687914
2008-01-01,CLD,0.82902921
2008-02-01,CLD,0.785713357
2008-03-01,CLD,0.698525221
2008-04-01,CLD,0.770053444
2008-05-01,CLD,0.689163905
2008-06-01,CLD,0.802610653
2008-07-01,CLD,0.7594785
2008-08-01,CLD,0.824638751
2008-09-01,CLD,0.636353473
2008-10-01,CLD,0.817346707
2008-11-01,CLD,0.777845927
2008-12-01,CLD,0.831624275
2009-01-01,CLD,0.817232759
2009-02-01,CLD,0.825724614
2009-03-01,CLD,0.676036796
2009-04-01,CLD,0.695170713
2009-05-01,CLD,0.737973246
2009-06-01,CLD,0.75439975
2009-07-01,CLD,0.793146974
2009-08-01,CLD,0.782638791
2009-09-01,CLD,0.676320776
2009-10-01,CLD,0.717958142
2009-11-01,CLD,0.756722911
2009-12-01,CLD,0.682253122
2010-01-01,CLD,0.621313876
2010-02-01,CLD,0.538013641
2010-03-01,CLD,0.66236551
2010-04-01,CLD,0.711509212
2010-05-01,CLD,0.810388185
2010-06-01,CLD,0.799103271
2010-07-01,CLD,0.802811228
2010-08-01,CLD,0.833790169
2010-09-01,CLD,0.754538363
2010-10-01,CLD,0.687022712
2010-11-01,CLD,0.742926087
2010-12-01,CLD,0.590313655
2011-01-01,CLD,0.664488776
2011-02-01,CLD,0.645772635
2011-03-01,CLD,0.650665735
2011-04-01,CLD,0.733704482
2011-05-01,CLD,0.713017286
2011-06-01,CLD,0.771781086
2011-07-01,CLD,0.777322436
2011-08-01,CLD,0.795097423
2011-09-01,CLD,0.711992795
2011-10-01,CLD,0.730451002
2011-11-01,CLD,0.828046333
2011-12-01,CLD,0.850019838
2012-01-01,CLD,0.83569428
2012-02-01,CLD,0.801548445
2012-03-01,CLD,0.690149003
2012-04-01,CLD,0.730164881
2012-05-01,CLD,0.706899039
2012-06-01,CLD,0.807216116
2012-07-01,CLD,0.82417833
2012-08-01,CLD,0.761969344
2012-09-01,CLD,0.598225827
2012-10-01,CLD,0.725015092
2012-11-01,CLD,0.793281093
2012-12-01,CLD,0.689657365
2013-01-01,CLD,0.75759815
2013-02-01,CLD,0.706393369
2013-03-01,CLD,0.653904497
2013-04-01,CLD,0.696642108
2013-05-01,CLD,0.666491927
2013-06-01,CLD,0.830721285
2013-07-01,CLD,0.772827716
2013-08-01,CLD,0.790331525
2013-09-01,CLD,0.731349926
2013-10-01,CLD,0.749931663
2013-11-01,CLD,0.758229886
2013-12-01,CLD,0.784749194
2014-01-01,CLD,0.842519257
2014-02-01,CLD,0.744102375
2014-03-01,CLD,0.677534893
2014-04-01,CLD,0.733623246
2014-05-01,CLD,0.723819312
2014-06-01,CLD,0.824031608
2014-07-01,CLD,0.821897773
2014-08-01,CLD,0.793592945
2014-09-01,CLD,0.668838084
2014-10-01,CLD,0.7722031
2014-11-01,CLD,0.790583802
2014-12-01,CLD,0.820069456
2015-01-01,CLD,0.889381093
2015-02-01,CLD,0.749704898
2015-03-01,CLD,0.747091845
2015-04-01,CLD,0.745864176
2015-05-01,CLD,0.834646265
2015-06-01,CLD,0.89716675
2015-07-01,CLD,0.791719198
2015-08-01,CLD,0.727494438
2015-09-01,CLD,0.715478265
2015-10-01,CLD,0.778532314
2015-11-01,CLD,0.782378776
2015-12-01,CLD,0.752118887
2016-01-01,CLD,0.569778235
2016-02-01,CLD,0.794124662
2016-03-01,CLD,0.660204962
2016-04-01,CLD,0.673689885
2016-05-01,CLD,0.765178096
2016-06-01,CLD,0.751435475
2016-07-01,CLD,0.825964134
2016-08-01,CLD,0.760247242
2016-09-01,CLD,0.721002662
2016-10-01,CLD,0.789947946
2016-11-01,CLD,0.74780777
2016-12-01,CLD,0.85672282
2017-01-01,CLD,0.747737539
2017-02-01,CLD,0.737727747
2017-03-01,CLD,0.757073049
2017-04-01,CLD,0.639607405
2017-05-01,CLD,0.773537871
2017-06-01,CLD,0.781149195
2017-07-01,CLD,0.849734269
2017-08-01,CLD,0.7853701
2017-09-01,CLD,0.738045434
2017-10-01,CLD,0.763428541
2017-11-01,CLD,0.814407029
2017-12-01,CLD,0.844396787
2018-01-01,CLD,0.806671101
2018-02-01,CLD,0.791997866
2018-03-01,CLD,0.648818596
2018-04-01,CLD,0.789395764
2018-05-01,CLD,0.779696915
2018-06-01,CLD,0.828017285
2018-07-01,CLD,0.821200165
2018-08-01,CLD,0.752130317
2018-09-01,CLD,0.680693139
2018-10-01,CLD,0.774526125
2018-11-01,CLD,0.792966695
2018-12-01,CLD,0.730962343
2019-01-01,CLD,0.734419899
2019-02-01,CLD,0.713166007
2019-03-01,CLD,0.596302494
2019-04-01,CLD,0.679975497
2019-05-01,CLD,0.724871447
2019-06-01,CLD,0.773852051
2019-07-01,CLD,0.790102753
2019-08-01,CLD,0.695344825
2019-09-01,CLD,0.725338601
2019-10-01,CLD,0.584128054
2019-11-01,CLD,0.814048684
2019-12-01,CLD,0.73922833
2020-01-01,CLD,0.726739884
2020-02-01,CLD,0.67103003
2020-03-01,CLD,0.642082992
2020-04-01,CLD,0.751670839
2020-05-01,CLD,0.77307499
2020-06-01,CLD,0.769388644
2020-07-01,CLD,0.856516877
2020-08-01,CLD,0.815344409
2020-09-01,CLD,0.715014462
2020-10-01,CLD,0.710801977
2020-11-01,CLD,0.768229251
2020-12-01,CLD,0.883096573
2021-01-01,CLD,0.720955854
2021-02-01,CLD,0.796047342
2021-03-01,CLD,0.710980677
2021-04-01,CLD,0.655254398
2021-05-01,CLD,0.772885056
2021-06-01,CLD,0.78919266
2021-07-01,CLD,0.770675027
2021-08-01,CLD,0.777921933
2021-09-01,CLD,0.713797399
2021-10-01,CLD,0.689038989
2021-11-01,CLD,0.802818117
2021-12-01,CLD,0.847895914
2022-01-01,CLD,0.792466793
2022-02-01,CLD,0.748671331
2022-03-01,CLD,0.778187953
2022-04-01,CLD,0.582421159
2022-05-01,CLD,0.684293797
2022-06-01,CLD,0.834938725
2022-07-01,CLD,0.843581829
2022-08-01,CLD,0.80844074
2022-09-01,CLD,0.730499034
2022-10-01,CLD,0.805522371
2022-11-01,CLD,0.81474317
2022-12-01,CLD,0.707137345
2005-01-01,SST,25.975624
2005-02-01,SST,25.408068
2005-03-01,SST,25.357285
2005-04-01,SST,25.772415
2005-05-01,SST,26.208021
2005-06-01,SST,27.072193
2005-07-01,SST,27.95084
2005-08-01,SST,28.11961
2005-09-01,SST,28.409267
2005-10-01,SST,28.253344
2005-11-01,SST,27.654669
2005-12-01,SST,27.309452
2006-01-01,SST,26.249058
2006-02-01,SST,25.345095
2006-03-01,SST,24.635012
2006-04-01,SST,25.25166
2006-05-01,SST,25.847986
2006-06-01,SST,26.158772
2006-07-01,SST,26.991634
2006-08-01,SST,27.753658
2006-09-01,SST,28.326221
2006-10-01,SST,28.391623
2006-11-01,SST,27.948816
2006-12-01,SST,26.709953
2007-01-01,SST,25.564741
2007-02-01,SST,25.374332
2007-03-01,SST,24.970413
2007-04-01,SST,25.33459
2007-05-01,SST,25.684875
2007-06-01,SST,26.002365
2007-07-01,SST,26.903168
2007-08-01,SST,27.207912
2007-09-01,SST,28.063194
2007-10-01,SST,27.871958
2007-11-01,SST,27.226152
2007-12-01,SST,26.358316
2008-01-01,SST,25.49973
2008-02-01,SST,24.947266
2008-03-01,SST,25.242998
2008-04-01,SST,25.366827
2008-05-01,SST,26.009302
2008-06-01,SST,26.487427
2008-07-01,SST,27.46435
2008-08-01,SST,27.836569
2008-09-01,SST,28.384844
2008-10-01,SST,28.344202
2008-11-01,SST,27.850214
2008-12-01,SST,27.475111
2009-01-01,SST,25.828121
2009-02-01,SST,24.397333
2009-03-01,SST,24.335106
2009-04-01,SST,24.568295
2009-05-01,SST,24.73133
2009-06-01,SST,25.614996
2009-07-01,SST,26.960672
2009-08-01,SST,27.709517
2009-09-01,SST,28.236351
2009-10-01,SST,28.396128
2009-11-01,SST,27.77527
2009-12-01,SST,26.86088
2010-01-01,SST,26.082642
2010-02-01,SST,25.976665
2010-03-01,SST,26.016567
2010-04-01,SST,26.545822
2010-05-01,SST,26.8253
2010-06-01,SST,27.288366
2010-07-01,SST,28.314964
2010-08-01,SST,28.159758
2010-09-01,SST,28.620861
2010-10-01,SST,28.860994
2010-11-01,SST,28.256199
2010-12-01,SST,27.476015
2011-01-01,SST,26.336552
2011-02-01,SST,25.402452
2011-03-01,SST,25.253742
2011-04-01,SST,25.391384
2011-05-01,SST,25.688004
2011-06-01,SST,26.51738
2011-07-01,SST,27.317646
2011-08-01,SST,27.90975
2011-09-01,SST,28.092522
2011-10-01,SST,28.55323
2011-11-01,SST,27.320295
2011-12-01,SST,26.542707
2012-01-01,SST,25.458656
2012-02-01,SST,24.503653
2012-03-01,SST,24.256918
2012-04-01,SST,24.739405
2012-05-01,SST,25.123856
2012-06-01,SST,26.219465
2012-07-01,SST,27.213408
2012-08-01,SST,27.690166
2012-09-01,SST,28.317978
2012-10-01,SST,28.450298
2012-11-01,SST,28.407776
2012-12-01,SST,26.79096
2013-01-01,SST,25.58646
2013-02-01,SST,25.158062
2013-03-01,SST,25.431002
2013-04-01,SST,25.765347
2013-05-01,SST,26.036638
2013-06-01,SST,26.194918
2013-07-01,SST,27.183435
2013-08-01,SST,27.754227
2013-09-01,SST,28.539383
2013-10-01,SST,28.318676
2013-11-01,SST,27.422226
2013-12-01,SST,26.903297
2014-01-01,SST,25.725931
2014-02-01,SST,24.670586
2014-03-01,SST,24.79836
2014-04-01,SST,24.66502
2014-05-01,SST,25.338087
2014-06-01,SST,25.678698
2014-07-01,SST,26.57367
2014-08-01,SST,27.442879
2014-09-01,SST,28.305172
2014-10-01,SST,28.306185
2014-11-01,SST,27.258738
2014-12-01,SST,26.610628
2015-01-01,SST,25.359379
2015-02-01,SST,24.931892
2015-03-01,SST,24.639977
2015-04-01,SST,24.41228
2015-05-01,SST,25.103117
2015-06-01,SST,25.615297
2015-07-01,SST,27.063175
2015-08-01,SST,27.771017
2015-09-01,SST,28.165304
2015-10-01,SST,28.598402
2015-11-01,SST,27.694958
2015-12-01,SST,26.559294
2016-01-01,SST,25.974285
2016-02-01,SST,25.51116
2016-03-01,SST,25.55596
2016-04-01,SST,25.477842
2016-05-01,SST,25.983847
2016-06-01,SST,26.36364
2016-07-01,SST,27.396772
2016-08-01,SST,27.749054
2016-09-01,SST,28.40847
2016-10-01,SST,28.84744
2016-11-01,SST,28.246656
2016-12-01,SST,26.815956
2017-01-01,SST,26.288744
2017-02-01,SST,24.94272
2017-03-01,SST,24.78578
2017-04-01,SST,25.420702
2017-05-01,SST,25.999313
2017-06-01,SST,26.996012
2017-07-01,SST,27.644518
2017-08-01,SST,27.891752
2017-09-01,SST,28.034554
2017-10-01,SST,27.800917
2017-11-01,SST,27.851637
2017-12-01,SST,27.011847
2018-01-01,SST,25.41526
2018-02-01,SST,25.286674
2018-03-01,SST,24.883064
2018-04-01,SST,24.809694
2018-05-01,SST,24.969076
2018-06-01,SST,25.448954
2018-07-01,SST,26.581911
2018-08-01,SST,27.806067
2018-09-01,SST,27.872496
2018-10-01,SST,28.162453
2018-11-01,SST,27.520395
2018-12-01,SST,26.618761
2019-01-01,SST,26.043114
2019-02-01,SST,25.285934
2019-03-01,SST,24.807755
2019-04-01,SST,25.069368
2019-05-01,SST,25.613726
2019-06-01,SST,25.907026
2019-07-01,SST,26.87463
2019-08-01,SST,27.602333
2019-09-01,SST,28.362045
2019-10-01,SST,28.501467
2019-11-01,SST,27.56658
2019-12-01,SST,26.538343
2020-01-01,SST,25.74355
2020-02-01,SST,25.370977
2020-03-01,SST,25.618702
2020-04-01,SST,25.80483
2020-05-01,SST,25.988647
2020-06-01,SST,26.977024
2020-07-01,SST,27.905762
2020-08-01,SST,27.72427
2020-09-01,SST,28.51885
2020-10-01,SST,28.464428
2020-11-01,SST,27.989172
2020-12-01,SST,27.002254
2021-01-01,SST,26.402409
2021-02-01,SST,25.352192
2021-03-01,SST,25.237732
2021-04-01,SST,25.142063
2021-05-01,SST,25.626778
